"id","date","title","heading","dateline","type","chapter","selection","releaseStatus","pageCount","extentLabel","classification","naid","localId","sourceNoteStatus","archivalLocator","notes","catalogUrl","pdfUrl"
"lead-446394954","1989-04-10","NSR-15—April 10, 1989—South Africa[2]","National Security Review File: NSR-15—April 10, 1989—South Africa[2]","April 10, 1989","National Security Review file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","131","131 PDF pages; withdrawal sheet identifies a 12-page Confidential aid memorandum and three 36-page Secret review papers","Mixed; document-level audit required","446394954","90007–002","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–002, NSR-15—April 10, 1989—South Africa[2].","Boundary review. This response file combines successive South Africa review papers with a discrete memorandum on expanding aid for disadvantaged South Africans. Review sanctions and assistance items separately and deduplicate repeated studies from the first NSR-15 file. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394954","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-15_2-90007-002.pdf"
"lead-446394955","1989-06-07","NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [1]","National Security Review File: NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [1]","June 7, 1989","National Security Review file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","77","77 PDF pages; withdrawal sheets identify a 4-page Confidential NSR, multiple budget-review memoranda, and an 11-page Secret overseas-staffing report","Mixed; document-level audit required","446394955","90007–003","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–003, NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [1].","Boundary review. The directive reviews bilateral and multilateral assistance, international programs, their objectives, management, and FY 1991 resource choices. Route organization and overseas-staffing records against Volume II while retaining economic-assistance and budget strategy for Volume XXX review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394955","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-16_1-90007-003.pdf"
"lead-446394956","1989-06-07","NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [2]","National Security Review File: NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [2]","June 7, 1989","National Security Review file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","54","54 PDF pages; withdrawal sheets identify memoranda on stewardship and status of the 150 Account and a 3-page Confidential draft presidential memorandum","Mixed; document-level audit required","446394956","90007–004","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–004, NSR-16—June 07, 1989—Comprehensive Review of International Affairs Budget and Programs [2].","Boundary review. This companion file follows the Function 150 review through budget stewardship, milestones, study organization, and a presidential memorandum on international-affairs themes for the 1990s. Compare organizational material with Volume II and retain distinct assistance or budget-policy decisions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394956","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-16_2-90007-004.pdf"
"lead-446394957","1989-06-15","NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [1]","National Security Review File: NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [1]","June 15, 1989","National Security Review file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","25","25 PDF pages; withdrawal sheet identifies a 7-page Secret NSR, a 36-page nuclear study, and an 18-page missile nonproliferation report","Mixed; document-level audit required","446394957","90007–005","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–005, NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [1].","Direct Volume XXX review. The signed NSR asks directly about nuclear, chemical, biological, and missile export controls, supplier coordination, the MTCR, and technology transfer. Review the directive as the clearest Volume XXX bridge while routing nonproliferation strategy against the arms-control volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394957","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-17_1-90007-005.pdf"
"lead-446394958","1989-06-15","NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [2]","National Security Review File: NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [2]","June 15, 1989","National Security Review file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","39","39 PDF pages; withdrawal sheets identify an 18-page Secret missile-policy report and related MTCR cooperation papers","Mixed; document-level audit required","446394958","90007–006","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–006, NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [2].","Boundary review. The file documents presidential initiation of NSR-17 and the interagency missile-policy response. Screen export-control and supplier-regime passages for Volume XXX, then route the principal nonproliferation record against the arms-control volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394958","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-17_2-90007-006.pdf"
"lead-446394959","1989-06-15","NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [3]","National Security Review File: NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [3]","June 15, 1989","National Security Review file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","30","30 PDF pages; withdrawal sheets identify an 18-page Secret missile-policy report, a 2-page MTCR-effectiveness annex, and agency position papers","Mixed; document-level audit required","446394959","90007–007","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–007, NSR-17—June 15, 1989—Review of United States Non Proliferation Policy [3].","Boundary review. This response file preserves agency positions on missile nonproliferation and an annex evaluating the MTCR. Deduplicate the repeated 18-page report from the second NSR-17 file and route the core security-policy record against the arms-control volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394959","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-17_3-90007-007.pdf"
"lead-446394967","1990-01-12","NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [1]","National Security Review File: NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [1]","January 12, 1990","National Security Review file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","43","43 PDF pages; withdrawal sheets identify Secret COCOM directives plus reports on machine tools, telecommunications sales, and technology transfer","Mixed; document-level audit required","446394967","90007–015","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–015, NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [1].","Direct Volume XXX review. This is a direct strategic-trade lead. The file initiates the COCOM policy review and separately identifies machine-tool compliance, telecommunications sales, and intelligence studies of technology transfer to Eastern Europe. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394967","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-22_1-90007-015.pdf"
"lead-446394968","1990-01-12","NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [2]","National Security Review File: NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [2]","January 12, 1990","National Security Review file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","7","7 PDF pages; withdrawal sheet identifies a 148-page Secret CJCS COCOM study and a 1-page Secret transmittal memorandum","Mixed; document-level audit required","446394968","90007–016","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–016, NSR-22—January 12, 1990—COCOM Policy Towards Eastern Europe and the Soviet Union [2].","Direct Volume XXX review. The response file identifies the Joint Chiefs' assessment of the military significance of increased Eastern European and Soviet access to Western technology. Track the unavailable study as a high-priority declassification target. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394968","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-22_2-90007-016.pdf"
"lead-446394972","1990-04-04","NSR-25—April 04, 1990—National Industrial Security Program [1]","National Security Review File: NSR-25—April 04, 1990—National Industrial Security Program [1]","April 4, 1990","National Security Review file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","44","44 PDF pages; withdrawal sheet identifies a 42-page report to the President and the signed 2-page Confidential NSR","Mixed; document-level audit required","446394972","90007–020","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–020, NSR-25—April 04, 1990—National Industrial Security Program [1].","Boundary review. The national industrial-security review links globalization, economic competition, technology leadership, and protection of classified industrial information. Route domestic security-administration material outside Volume XXX while retaining international economic and technology-protection analysis for adjudication. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394972","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-25_1-90007-020.pdf"
"lead-446394973","1990-04-04","NSR-25—April 04, 1990—National Industrial Security Program [2]","National Security Review File: NSR-25—April 04, 1990—National Industrial Security Program [2]","April 4, 1990","National Security Review file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","43","43 PDF pages; withdrawal sheets identify a 35-page report, 48 pages of appendices, and presidential and staff memoranda","Mixed; document-level audit required","446394973","90007–021","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90007–021, NSR-25—April 04, 1990—National Industrial Security Program [2].","Boundary review. The response file contains the completed national industrial-security report, appendices, and the Scowcroft recommendation to the President. Compare it with the first NSR-25 folder and retain only distinct economic-security passages or presidential decisions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394973","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-25_2-90007-021.pdf"
"lead-446394987","1992-06-15","NSR-30—June 15, 1992—American Policy Toward Africa in the 1990s","National Security Review File: NSR-30—June 15, 1992—American Policy Toward Africa in the 1990s","June 15, 1992","National Security Review file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","37","37 PDF pages; withdrawal sheet identifies two parallel 22-page Secret Africa policy reports dated August 14, 1992","Mixed; document-level audit required","446394987","90008–010","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSR Files, OA/ID 90008–010, NSR-30—June 15, 1992—American Policy Toward Africa in the 1990s.","Boundary review. The directive and August response explicitly address structural adjustment, economic reform, agriculture, trade policy, private investment, the World Bank, OECD coordination, and economic integration. Route the regional policy record against the Africa volume while preserving the economic-policy sections for Volume XXX review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446394987","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSRs_313189297/41-bpr-nsc-hfiles-nsr-30-90008-010.pdf"
