"naid","workingStartDate","workingEndDate","workingDateLabel","dateBasis","title","localId","chapter","routing","reviewTopics","reviewFocus","reviewKeyExtent","markerStatus","markerSeries","markerSubseries","hasOnlinePdf","pdfPages","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","ocrCharacterCount","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","withdrawalSheetItemCount","withdrawalSheetPages","releasedInPartSheetCount","noCopyIndicatedSheetCount","withdrawalMetadataNote","withdrawalInventory","archivalLocator","provenanceStem","catalogUrl","pdfUrl"
"452050404","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [1]","CF00186-018","Economic Summits and Industrialized-Country Cooperation","Selective review","Paris Economic Summit; Presidential briefing cards; Poland; Mexico; Debt","This mixed card set contains useful presidential language on Polish assistance, debt swaps, President Salinas, and summit bilaterals. Select only unique final guidance after comparison with the presidential briefing book and country-specific trip files.","One sheet describes a 2-page Secret Middle East peace card; no released copy is indicated on the sheet.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","39","15784363","15784363","HTTP Content-Length","Restricted - Possibly","45105","0","0","0","0","1","123","42","27","42","6","2","3","1","1","2","0","1","","[{""itemNumber"":""03d"",""type"":""Talking points"",""title"":""Notecards, Re: Points to Be Made: Middle East Peace Process."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–018, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [1].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–018, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [1].","https://catalog.archives.gov/id/452050404","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-018.pdf"
"452050405","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [2]","CF00186-019","Economic Summits and Industrialized-Country Cooperation","Selective review","Paris Economic Summit; Working dinner; Trade imbalances; Debt strategy; Environment","Review as presidential working-dinner and summit-session guidance on trade, debt, Eastern Europe, and the environment. Check repeated card sequences against the Paris briefing book before promotion.","Two sheets describe 9 pages of Secret working-dinner cards that may be duplicate copies; neither sheet indicates that a released copy follows.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","37","8788827","8788827","HTTP Content-Length","Restricted - Possibly","27940","0","0","0","0","2","111","47","23","33","0","7","1","0","2","9","0","2","","[{""itemNumber"":""01c"",""type"":""Talking points"",""title"":""Notecards, Re: Points to Be Made at July 14 Working Dinner."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":5,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""02"",""type"":""Talking Points"",""title"":""Notecards, Re: Points to Be Made at July 14 Working Dinner."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":4,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–019, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [2].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–019, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [2].","https://catalog.archives.gov/id/452050405","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-019.pdf"
"452050406","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [3]","CF00186-020","Economic Summits and Industrialized-Country Cooperation","Selective review","Paris Economic Summit; Environment; Development; Narcotics; Terrorism","Use selectively for final presidential cards on environment, development, narcotics, and associated summit declarations. Political-security cards should be cross-routed rather than counted as foreign-economic documents by default.","One sheet describes 2 pages of Secret terrorism cards; no released copy is indicated.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","25","8250321","8250321","HTTP Content-Length","Restricted - Possibly","23102","0","0","0","0","1","88","23","24","35","1","3","2","0","1","2","0","1","","[{""itemNumber"":""11"",""type"":""Talking Points"",""title"":""Notecards, Re: Points to Be Made: Terrorism."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–020, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [3].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–020, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [3].","https://catalog.archives.gov/id/452050406","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-020.pdf"
"452050407","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [4]","CF00186-021","Economic Summits and Industrialized-Country Cooperation","Selective review","Paris Economic Summit; Eastern Europe; China; Political declarations; Economic reform","Review the Eastern Europe and economic-reform cards for Volume XXX, while routing China, Nicaragua, and Middle East political guidance to the appropriate regional volumes.","One sheet describes 2 pages of Secret Middle East peace cards; no released copy is indicated.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","16","6795923","6795923","HTTP Content-Length","Restricted - Possibly","18710","0","0","0","0","1","28","13","5","7","3","0","0","0","1","2","0","1","","[{""itemNumber"":""03"",""type"":""Talking Points"",""title"":""Notecards, Re: Points to Be Made, Re: Middle East Peace Process."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–021, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [4].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–021, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [4].","https://catalog.archives.gov/id/452050407","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-021.pdf"
"452050408","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [5]","CF00186-022","Economic Summits and Industrialized-Country Cooperation","Selective review","Paris Economic Summit; Prime Minister Uno; Japan; Trade; Debt; Hungary","This card set is useful for summit economic sessions and the Uno bilateral, including trade, debt, environment, and Eastern European reform. Compare bilateral portions against the Japan and regional files before selection.","No withdrawal/redaction sheets were identified across 26 served-PDF pages.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","26","9719286","9719286","HTTP Content-Length","Restricted - Possibly","26927","0","0","0","0","0","91","42","18","25","0","5","1","0","0","0","0","0","","[]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–022, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [5].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–022, [Speech / Briefing Cards: President's Trip to Paris Economic Summit 7/89] [5].","https://catalog.archives.gov/id/452050408","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-022.pdf"
"452050409","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to France 7/89]","CF00186-023","Economic Summits and Industrialized-Country Cooperation","Boundary review","France; President Mitterrand; Presidential briefing cards; Western Europe","Route principally to Western Europe. Retain here only summit-economic guidance not duplicated in the France briefing book or presidential conversation files; the opening marker Folder ID differs from the Catalog and digital-object path.","One sheet describes 6 pages of Secret Mitterrand meeting cards; no released copy is indicated.","verified with catalog ID mismatch","Deal, Timothy E., Files","Summit Briefing Books Files","true","3","1071669","1071669","HTTP Content-Length","Restricted - Possibly","2869","0","0","0","0","1","5","0","3","2","0","0","0","0","1","6","0","1","","[{""itemNumber"":""01"",""type"":""Talking Points"",""title"":""Notecards, Re: Points to Be Made: Meeting with President Mitterrand."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":6,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–023, [Speech / Briefing Cards: President's Trip to France 7/89].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–023, [Speech / Briefing Cards: President's Trip to France 7/89].","https://catalog.archives.gov/id/452050409","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-023.pdf"
"452050410","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to Paris Economic Summit (Bilateral Meetings) 7/89]","CF00186-024","Economic Summits and Industrialized-Country Cooperation","Boundary review","Paris Economic Summit; Bilateral meetings; President Mubarak; Regional routing","Use as a cross-volume bilateral card register. Promote an item only when it bears directly on summit economic decisions and is not already represented by a presidential memcon or country file; the marker Folder ID differs from the Catalog path.","One sheet describes 2 pages of Secret Mubarak meeting cards; no released copy is indicated.","verified with catalog ID mismatch","Deal, Timothy E., Files","Summit Briefing Books Files","true","21","9212284","9212284","HTTP Content-Length","Restricted - Possibly","25495","0","0","0","0","1","45","19","7","15","2","2","0","0","1","2","0","1","","[{""itemNumber"":""01"",""type"":""Talking Points"",""title"":""Notecards, Re: Points to Be Made: Meeting with President Mubarak."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–024, [Speech / Briefing Cards: President's Trip to Paris Economic Summit (Bilateral Meetings) 7/89].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–024, [Speech / Briefing Cards: President's Trip to Paris Economic Summit (Bilateral Meetings) 7/89].","https://catalog.archives.gov/id/452050410","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-024.pdf"
"452050411","1989-07-01","1989-07-31","July 1989","Folder-title month; first-of-month value is a sorting key only","[Speech / Briefing Cards: President's Trip to the Netherlands 7/89]","CF00186-025","Economic Summits and Industrialized-Country Cooperation","Boundary review","Netherlands; Prime Minister Lubbers; Presidential briefing cards; Western Europe","Route principally to Western Europe and use here only for unique summit follow-up on trade, debt, or environmental cooperation. The opening marker Folder ID differs from the Catalog and digital-object path.","No withdrawal/redaction sheets were identified across 10 served-PDF pages.","verified with catalog ID mismatch","Deal, Timothy E., Files","Summit Briefing Books Files","true","10","3961001","3961001","HTTP Content-Length","Restricted - Possibly","9852","0","0","0","0","0","21","6","7","7","0","0","1","0","0","0","0","0","","[]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–025, [Speech / Briefing Cards: President's Trip to the Netherlands 7/89].","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–025, [Speech / Briefing Cards: President's Trip to the Netherlands 7/89].","https://catalog.archives.gov/id/452050411","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-025.pdf"
"452050390","1989-07-09","1989-07-18","July 9-18, 1989","Folder-title trip dates","Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands - July 9-18, 1989: Poland","CF00186-004","Transition Economies and International Economic Strategy","Volume XXX review","Poland; Transition economy; Debt; Economic assistance; Paris Economic Summit","This is the principal presidential Poland briefing book. Prioritize the Scowcroft and Baker scope memoranda, economic problems and prospects, debt, international financial relations, and the administration's aid strategy, while coordinating with the regional volume.","Sixteen sheets describe 18 pages, mostly government reports; three biographic reports totaling 4 pages are marked released in part with copies following.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","98","42813009","42813008","HTTP Content-Length","Restricted - Possibly","144847","2","2","0","0","16","381","136","144","88","4","4","3","2","16","18","3","13","","[{""itemNumber"":""08"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""13"",""type"":""Report"",""title"":""Re: Mieczyslaw Rakowski [FOIA exemptions redacted]"",""date"":""06/16/89"",""restriction"":""(b)(1), (b)(3)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""Released in part; copy follows in this PDF""},{""itemNumber"":""16"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""19"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""20"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""31"",""type"":""Report"",""title"":""Re: Czeslaw Kiszczak [FOIA exemptions redacted]"",""date"":""06/16/89"",""restriction"":""(b)(1), (b)(3)"",""classification"":""Secret"",""pages"":1,""sheetDisposition"":""Released in part; copy follows in this PDF""},{""itemNumber"":""32"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""33"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""34"",""type"":""Report"",""title"":""Re: Tadeusz Olechowski [FOIA exemptions redacted]"",""date"":""06/16/89"",""restriction"":""(b)(1), (b)(3)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""Released in part; copy follows in this PDF""},{""itemNumber"":""35"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""36"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""37"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""38"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""39"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""40"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""41"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–004, Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands—July 9-18, 1989: Poland.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–004, Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands—July 9-18, 1989: Poland.","https://catalog.archives.gov/id/452050390","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-004.pdf"
"452050392","1989-07-09","1989-07-18","July 9-18, 1989","Folder-title trip dates","Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands - July 9-18, 1989: Hungary","CF00186-006","Transition Economies and International Economic Strategy","Volume XXX review","Hungary; Transition economy; Debt; Economic assistance; Paris Economic Summit","This is the principal presidential Hungary briefing book. Prioritize the Scowcroft and Baker scope memoranda, economic reform and debt papers, relations with the EC and Soviet Union, and final U.S. assistance guidance, with formal cross-volume routing.","Fourteen sheets describe 16 pages, including a 2-page Secret Hungarian-Soviet relations issue paper; no released copy is indicated.","verified","Deal, Timothy E., Files","Summit Briefing Books Files","true","69","29462518","29462518","HTTP Content-Length","Restricted - Possibly","97687","1","1","0","0","14","245","86","75","79","2","0","3","0","14","16","0","14","","[{""itemNumber"":""08"",""type"":""Report"",""title"":""Government Report"",""date"":""04/07/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""11"",""type"":""Report"",""title"":""Government Report"",""date"":""04/07/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""14"",""type"":""Report"",""title"":""Government Report"",""date"":""04/07/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""23"",""type"":""Paper"",""title"":""Issue Paper: Hungarian-Soviet Relations."",""date"":""n.d."",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""24"",""type"":""Report"",""title"":""Government Report"",""date"":""06/13/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""25"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":2,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""26"",""type"":""Report"",""title"":""Government Report"",""date"":""06/16/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""27"",""type"":""Report"",""title"":""Government Report"",""date"":""04/07/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""28"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""29"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Secret"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""30"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""31"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""32"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""},{""itemNumber"":""33"",""type"":""Report"",""title"":""Government Report"",""date"":""06/15/89"",""restriction"":""(b)(1)"",""classification"":""Confidential"",""pages"":1,""sheetDisposition"":""No released copy indicated on the sheet""}]","George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–006, Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands—July 9-18, 1989: Hungary.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Timothy E. Deal Files, Summit Briefing Books Files, OA/ID CF00186–006, Visit of President Bush to the [Paris] Economic Summit and Poland, Hungary, and the Netherlands—July 9-18, 1989: Hungary.","https://catalog.archives.gov/id/452050392","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/deal-reiss/deal-reiss_eco_sum_2554819/41-bpr-nsc-deal-reiss-eco_sum-cf00186-006.pdf"
