"id","date","title","heading","dateline","type","chapter","selection","releaseStatus","pageCount","extentLabel","classification","naid","localId","sourceNoteStatus","archivalLocator","notes","catalogUrl","pdfUrl"
"lead-446396839","1989-09-22","NSD–23—September 22, 1989—U.S. Relations with the Soviet Union","National Security Directive File: NSD–23—September 22, 1989—U.S. Relations with the Soviet Union","September 22, 1989","National Security Directive file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","67","67 PDF pages; the folder includes an 8-page paper on U.S.-Soviet economic relations and a handwritten OA/ID correction","Mixed; document-level audit required","446396839","90003–030","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90003–030, NSD–23—September 22, 1989—U.S. Relations with the Soviet Union.","Direct Volume XXX review. The Soviet-relations directive and supporting papers treat economic change and bilateral economic relations as strategic questions. Compare the discrete economic-relations paper with NSR-3, NSC meeting, and transition-economy copies before promotion. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396839","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-23-90003-030.pdf"
"lead-446396843","1989-10-02","NSD–26—October 2, 1989—U.S. Policy toward the Persian Gulf","National Security Directive File: NSD–26—October 2, 1989—U.S. Policy toward the Persian Gulf","October 2, 1989","National Security Directive file","Trade Policy and Market Access","Boundary","Online file unit; item audit pending","119","119 PDF pages; the marker Folder ID differs from the Catalog OA/ID and is preserved in the ledger","Mixed; document-level audit required","446396843","90003–034","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90003–034, NSD–26—October 2, 1989—U.S. Policy toward the Persian Gulf.","Boundary review. The Persian Gulf directive addresses access to oil, economic incentives and sanctions toward Iraq, reconstruction, and energy opportunities. Route the principal regional decision against the Gulf volume while retaining distinct trade, energy, and sanctions records. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396843","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-26-90003-034.pdf"
"lead-446396844","1989-10-02","NSD–27—October 2, 1989—Soviet Emigration Policy","National Security Directive File: NSD–27—October 2, 1989—Soviet Emigration Policy","October 2, 1989","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","84","84 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396844","90003–035","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90003–035, NSD–27—October 2, 1989—Soviet Emigration Policy.","Direct Volume XXX review. The file links Soviet emigration policy to trade leverage and normalization of economic relations. Screen the presidential decision and implementing memoranda with related Soviet trade and transition-economy records. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396844","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-27-90003-035.pdf"
"lead-446396845","1989-10-05","NSD–28—October 5, 1989—National Security Directive on Sealift","National Security Directive File: NSD–28—October 5, 1989—National Security Directive on Sealift","October 5, 1989","National Security Directive file","Trade Policy and Market Access","Boundary","Online file unit; item audit pending","131","131 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396845","90003–036","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90003–036, NSD–28—October 5, 1989—National Security Directive on Sealift.","Boundary review. The sealift directive addresses U.S.-flag commercial carriers, essential economic requirements, maritime competitiveness, and international agreements. Route defense-mobility material outside the volume while retaining commercial-shipping and trade-policy decisions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396845","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-28-90003-036.pdf"
"lead-446396847","1989-11-02","NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [1]","National Security Directive File: NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [1]","November 2, 1989","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","101","101 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396847","90004–001","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–001, NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [1].","Boundary review. The national space policy includes private investment, fair trade, USTR negotiations, export controls, and technology transfer. Route the principal space-policy record against the appropriate security volume while retaining distinct commercial and strategic-trade decisions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396847","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30_1-90004-001.pdf"
"lead-446396848","1989-11-02","NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [2]","National Security Directive File: NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [2]","November 2, 1989","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","49","49 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396848","90004–002","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–002, NSD–30—November 2, 1989—National Space Policy (National Space Policy Directive 1) [2].","Boundary review. This companion folder contains supporting and draft space-policy material. Compare it with NAID 446396847 and retain only distinct commercial, investment, export-control, or trade-negotiation records. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396848","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30_2-90004-002.pdf"
"lead-446396849","1989-11-02","NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [1]","National Security Directive File: NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [1]","November 2, 1989","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","89","89 PDF pages; the online file contains the commercial-space and technology-transfer annex text","Mixed; document-level audit required","446396849","90004–003","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–003, NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [1].","Boundary review. The online annex file contains extensive policy on commercial remote sensing and launch services, private investment, subsidies, fair trade, intellectual property, and technology transfer. Compare it with both NSD-30 folders and retain distinct annex language and implementation records. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396849","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-30a_1-90004-003.pdf"
"lead-446396850","1989-11-02","NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [2]","National Security Directive File: NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [2]","November 2, 1989","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Boundary","Catalog file unit; no online PDF","0","Catalog-only file unit; no online PDF or served page extent is available","Not established; no online PDF","446396850","90004–004","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–004, NSD–30a—November 2, 1989—Annex to NSD–30 and National Space Policy Directive 1 (File Located @ LM) [2].","Boundary review. The Catalog identifies this as the second NSD-30a annex file, but supplies no online PDF. Keep it as a declassification and archival-retrieval target, and compare it with NAID 446396849 before treating the two folders as distinct documentary evidence. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396850",""
"lead-446396852","1989-11-30","NSD–32—November 30, 1989—Economic Sanctions against Panama","National Security Directive File: NSD–32—November 30, 1989—Economic Sanctions against Panama","November 30, 1989","National Security Directive file","Trade Policy and Market Access","Boundary","Online file unit; item audit pending","53","53 PDF pages; the marker Folder ID is 90004-004; the Catalog and digital-object path use OA/ID 90004-006","Mixed; document-level audit required","446396852","90004–006","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–006, NSD–32—November 30, 1989—Economic Sanctions against Panama.","Boundary review. The directive is a direct presidential record on economic sanctions against Panama. Route the principal regional policy record against the Latin America volume and retain sanctions design and implementation for Volume XXX review. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396852","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-32-90004-006.pdf"
"lead-446396853","1990-01-24","NSD–33—January 24, 1990—U.S. Policy toward Panama: Post-Noriega","National Security Directive File: NSD–33—January 24, 1990—U.S. Policy toward Panama: Post-Noriega","January 24, 1990","National Security Directive file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","46","46 PDF pages; the marker Folder ID is 90004-005; the Catalog and digital-object path use OA/ID 90004-007","Mixed; document-level audit required","446396853","90004–007","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–007, NSD–33—January 24, 1990—U.S. Policy toward Panama: Post-Noriega.","Boundary review. The post-Noriega policy file bridges sanctions termination, assistance, and economic recovery. Review it with NSD-32 and NSD-34, routing the principal regional decision against the Latin America volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396853","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-33-90004-007.pdf"
"lead-446396854","1990-01-24","NSD–34—January 24, 1990—Partnership with Panama: Action Plan to Foster Economic Recovery","National Security Directive File: NSD–34—January 24, 1990—Partnership with Panama: Action Plan to Foster Economic Recovery","January 24, 1990","National Security Directive file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","50","50 PDF pages; the marker Folder ID is 90004-006; the Catalog and digital-object path use OA/ID 90004-008","Mixed; document-level audit required","446396854","90004–008","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–008, NSD–34—January 24, 1990—Partnership with Panama: Action Plan to Foster Economic Recovery.","Boundary review. The action plan for Panamanian economic recovery is a direct assistance and reconstruction lead. Route the principal country-policy record against the Latin America volume while retaining financing and interagency implementation decisions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396854","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-34-90004-008.pdf"
"lead-446396855","1990-01-24","NSD–35—January 24, 1990—U.S.-Soviet Economic Initiatives","National Security Directive File: NSD–35—January 24, 1990—U.S.-Soviet Economic Initiatives","January 24, 1990","National Security Directive file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","39","39 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396855","90004–009","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–009, NSD–35—January 24, 1990—U.S.-Soviet Economic Initiatives.","Direct Volume XXX review. The file records presidential direction on U.S.-Soviet economic initiatives. Compare released and withheld items with NSR-3, NSD-23, summit, and bilateral economic files before item-level promotion. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396855","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-35-90004-009.pdf"
"lead-446396859","1990-05-01","NSD–39—May 1, 1990—COCOM Policy toward Eastern Europe and Soviet Union","National Security Directive File: NSD–39—May 1, 1990—COCOM Policy toward Eastern Europe and Soviet Union","May 1, 1990","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","39","39 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396859","90004–013","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–013, NSD–39—May 1, 1990—COCOM Policy toward Eastern Europe and Soviet Union.","Direct Volume XXX review. This is a direct presidential strategic-trade file on COCOM policy toward Eastern Europe and the Soviet Union. Compare drafts and distribution copies with NSR-22 and retain the signed directive and distinct implementing memoranda. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396859","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-39-90004-013.pdf"
"lead-446396866","1990-08-20","NSD–45—August 20, 1990—U.S. Policy in Response to the Iraqi Invasion of Kuwait","National Security Directive File: NSD–45—August 20, 1990—U.S. Policy in Response to the Iraqi Invasion of Kuwait","August 20, 1990","National Security Directive file","Trade Policy and Market Access","Boundary","Online file unit; item audit pending","54","54 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","446396866","90004–020","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–020, NSD–45—August 20, 1990—U.S. Policy in Response to the Iraqi Invasion of Kuwait.","Boundary review. The response to Iraq's invasion of Kuwait relies centrally on sanctions, oil policy, and allied economic coordination. Route the principal war and regional policy record against the Gulf volume while retaining distinct economic instruments. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396866","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-45-90004-020.pdf"
"lead-446396867","1990-09-07","NSD–46—September 7, 1990—Cape York","National Security Directive File: NSD–46—September 7, 1990—Cape York","September 7, 1990","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","64","64 PDF pages; withdrawal sheets identify a 2-page signed NSD, a 4-page Soviet launch-vehicle export report, and a 4-page commercial-impact paper","Mixed; document-level audit required","446396867","90004–021","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–021, NSD–46—September 7, 1990—Cape York.","Direct Volume XXX review. The Cape York file directly addresses restrictions on Soviet launch-vehicle exports and the commercial consequences of the decision. Review the signed directive, export-control report, and commercial-impact paper as separate documentary candidates. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396867","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-46-90004-021.pdf"
"lead-446396878","1990-12-10","NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [1]","National Security Directive File: NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [1]","December 10, 1990","National Security Directive file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","62","62 PDF pages; the released signed directive is available in this first folder","Mixed; document-level audit required","446396878","90004–032","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSD Files, OA/ID 90004–032, NSD–53—December 10, 1990—Interagency Review and Disposition of Export Control Licenses Issued by Department of Commerce [1].","Direct Volume XXX review. The released signed directive frames export-license review in terms of exporter competitiveness and an open international trading system, then establishes a uniform interagency process. Treat this as the principal NSD-53 policy file and compare later folders for distinct implementation records. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/446396878","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSDs_313189290/41-bpr-nsc-hfiles-nsd-53_1-90004-032.pdf"
