"id","date","title","heading","dateline","type","chapter","selection","releaseStatus","pageCount","extentLabel","classification","naid","localId","sourceNoteStatus","archivalLocator","notes","catalogUrl","pdfUrl"
"lead-470761520","1992-05-27","DC Meeting—Yugoslavia May 27, 1992 17:00—18:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia May 27, 1992 17:00—18:00 Situation Room","May 27, 1992","NSC/Deputies Committee follow-up file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","15","15 PDF pages; withdrawal sheet identifies a 3-page Confidential sanctions cable","Mixed; document-level audit required","470761520","90044–008","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–008, DC Meeting—Yugoslavia May 27, 1992 17:00—18:00 Situation Room.","Boundary review. The withdrawal sheet identifies a cable on sanctions against Serbian aggression in Bosnia. Review it with main meeting file NAID 470761381 and route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761520","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-008.pdf"
"lead-470761522","1992-06-03","DC—INMARSAT June 3, 1992 11:00—12:00 Room 208","National Security Council Deputies Committee Follow-Up File: DC—INMARSAT June 3, 1992 11:00—12:00 Room 208","June 3, 1992","NSC/Deputies Committee follow-up file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","27","27 PDF pages; withdrawal sheet identifies a 3-page Confidential Tobey memorandum","Mixed; document-level audit required","470761522","90044–010","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–010, DC—INMARSAT June 3, 1992 11:00—12:00 Room 208.","Direct Volume XXX review. The withdrawal sheet identifies the Tobey memorandum, INMARSAT issue papers, launch conditions, and a draft Russian assurance. Review it with main meeting file NAID 470761383. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761522","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-010.pdf"
"lead-470761523","1992-06-04","DC Meeting—Yugoslavia June 4, 1992 11:00—12:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia June 4, 1992 11:00—12:00 Situation Room","June 4, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","16","16 PDF pages; withdrawal sheet identifies a 4-page Confidential aid paper","Mixed; document-level audit required","470761523","90044–011","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–011, DC Meeting—Yugoslavia June 4, 1992 11:00—12:00 Situation Room.","Boundary review. The withdrawal sheet identifies a four-page paper on humanitarian aid to Bosnia-Hercegovina. Route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761523","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-011.pdf"
"lead-470761526","1992-06-17","DC Meeting—Yugoslavia June 16, 1992 16:00—17:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia June 16, 1992 16:00—17:00 Situation Room","June 17, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","15","15 PDF pages; withdrawal sheet identifies a 2-page Secret meeting memorandum","Mixed; document-level audit required","470761526","90044–014","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–014, DC Meeting—Yugoslavia June 16, 1992 16:00—17:00 Situation Room.","Boundary review. The opening sheet identifies a memorandum on humanitarian aid to Bosnia and establishes June 17 as the meeting date, correcting the June 16 folder title. Route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761526","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-014.pdf"
"lead-470761527","1992-06-24","DC Meeting—Yugoslavia June 24, 1992 15:00—16:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia June 24, 1992 15:00—16:00 Situation Room","June 24, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","15","15 PDF pages; withdrawal sheet identifies 4 pages of Secret meeting preparation","Mixed; document-level audit required","470761527","90044–015","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–015, DC Meeting—Yugoslavia June 24, 1992 15:00—16:00 Situation Room.","Boundary review. The withdrawal sheet identifies Holl's memorandum, an interagency meeting memorandum, and the agenda for humanitarian assistance to Bosnia. Route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761527","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-015.pdf"
"lead-470761529","1992-07-01","DC—Iraq July 1, 1992 15:00—16:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC—Iraq July 1, 1992 15:00—16:00 Situation Room","July 1, 1992","NSC/Deputies Committee follow-up file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","9","9 PDF pages; withdrawal sheet identifies a 2-page Secret sanctions memorandum","Mixed; document-level audit required","470761529","90044–017","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–017, DC—Iraq July 1, 1992 15:00—16:00 Situation Room.","Boundary review. The withdrawal sheet identifies Riedel's memorandum on sanctions enforcement. Route the principal record against the Gulf volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761529","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-017.pdf"
"lead-470761532","1992-07-16","DC—Counternarcotics -- Colombia July 16, 1992 11:00—12:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC—Counternarcotics -- Colombia July 16, 1992 11:00—12:00 Situation Room","July 16, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","31","31 PDF pages; withdrawal sheet identifies a 16-page initiatives report and funding papers","Mixed; document-level audit required","470761532","90044–020","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–020, DC—Counternarcotics -- Colombia July 16, 1992 11:00—12:00 Situation Room.","Boundary review. The withdrawal sheet identifies a 16-page Colombia initiatives report plus papers on funding requirements and potential funding sources. Route principal records against the Latin America and counternarcotics volumes. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761532","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-020.pdf"
"lead-470761533","1992-07-16","DC Meeting—Yugoslavia July 17, 1992 3:00—4:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia July 17, 1992 3:00—4:00 Situation Room","July 16, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","16","16 PDF pages; withdrawal sheet identifies a 2-page Secret Bosnia paper","Mixed; document-level audit required","470761533","90044–021","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–021, DC Meeting—Yugoslavia July 17, 1992 3:00—4:00 Situation Room.","Boundary review. The opening sheet establishes July 16 as the meeting date, correcting the July 17 folder title, and identifies a paper on the U.S. response to the crisis in Bosnia. Route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761533","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-021.pdf"
"lead-470761538","1992-09-04","DC Meeting—Somalia September 4, 1992 16:00—17:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Somalia September 4, 1992 16:00—17:00 Situation Room","September 4, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","23","23 PDF pages; withdrawal sheet identifies a 9-page relief-program review","Mixed; document-level audit required","470761538","90044–026","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–026, DC Meeting—Somalia September 4, 1992 16:00—17:00 Situation Room.","Boundary review. The withdrawal sheet identifies a Pearson memorandum to Scowcroft, a humanitarian-relief paper, and a nine-page review of relief programs. Route the principal record against the Africa volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761538","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-026.pdf"
"lead-470761540","1992-09-11","DC Meeting—Yugoslavia September 11, 1992 16:00—17:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia September 11, 1992 16:00—17:00 Situation Room","September 11, 1992","NSC/Deputies Committee follow-up file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","27","27 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761540","90044–028","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–028, DC Meeting—Yugoslavia September 11, 1992 16:00—17:00 Situation Room.","Boundary review. This is the follow-up folder for the September 11 Yugoslavia meeting. Review it with main meeting file NAID 470761411, where the economic evidence includes sanctions enforcement and oil and gas controls, and retain only distinct items. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761540","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-028.pdf"
"lead-470761543","1992-09-28","DC Meeting—Somalia September 28, 1992 11:00—12:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Somalia September 28, 1992 11:00—12:00 Situation Room","September 28, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","17","17 PDF pages; withdrawal sheet identifies a 5-page civilian-relief-delivery memorandum","Mixed; document-level audit required","470761543","90044–031","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–031, DC Meeting—Somalia September 28, 1992 11:00—12:00 Situation Room.","Boundary review. The withdrawal sheet identifies Ordway's memorandum, a PCC summary, and a paper on shifting relief delivery from U.S. military airlift to a civilian system. Route the principal record against the Africa volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761543","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-031.pdf"
"lead-470761544","1992-10-01","DC Meeting—Yugoslavia October 1, 1992 2:00—3:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia October 1, 1992 2:00—3:00 Situation Room","October 1, 1992","NSC/Deputies Committee follow-up file","Strategic Trade, Technology, and Investment Controls","Boundary","Online file unit; item audit pending","29","29 PDF pages; withdrawal sheet identifies 32 pages of sanctions and natural-gas papers","Mixed; document-level audit required","470761544","90044–032","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–032, DC Meeting—Yugoslavia October 1, 1992 2:00—3:00 Situation Room.","Boundary review. The withdrawal sheet identifies extensive papers on Serbia sanctions, enforcement, diversion of natural gas to Bosnia, and the effectiveness of UN sanctions. Review it with main meeting file NAID 470761415. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761544","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-032.pdf"
"lead-470761546","1992-10-07","DC Meeting—Yugoslavia October 7, 1992 16:30—17:30 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Yugoslavia October 7, 1992 16:30—17:30 Situation Room","October 7, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","16","16 PDF pages; withdrawal sheet identifies a 2-page Secret relief paper","Mixed; document-level audit required","470761546","90044–034","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–034, DC Meeting—Yugoslavia October 7, 1992 16:30—17:30 Situation Room.","Boundary review. The withdrawal sheet identifies a two-page humanitarian-relief report. Route the principal record against the Western Europe volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761546","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-034.pdf"
"lead-470761549","1992-10-21","DC Meeting—Somalia October 21, 1992 14:00—15:00 Situation Room","National Security Council Deputies Committee Follow-Up File: DC Meeting—Somalia October 21, 1992 14:00—15:00 Situation Room","October 21, 1992","NSC/Deputies Committee follow-up file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","25","25 PDF pages; withdrawal sheet identifies a 5-page paper on monetization of relief food","Mixed; document-level audit required","470761549","90044–037","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–037, DC Meeting—Somalia October 21, 1992 14:00—15:00 Situation Room.","Boundary review. The folder covers the military-to-civilian relief transition and includes a withdrawn paper on monetizing relief food. Review it with main meeting file NAID 470761420 and route the principal record against the Africa volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761549","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-037.pdf"
