"id","date","title","heading","dateline","type","chapter","selection","releaseStatus","pageCount","withheldPages","extentLabel","classification","naid","localId","sourceNoteStatus","archivalLocator","notes","catalogUrl","pdfUrl"
"lead-470761086","1990-01-31","NSC/DC 102—January 31, 1990—NSC/DC Meeting on Philippines, Keywords: Philippines, Military Bases","National Security Council Deputies Committee Meeting File: NSC/DC 102—January 31, 1990—NSC/DC Meeting on Philippines, Keywords: Philippines, Military Bases","January 31, 1990","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","79","","79 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761086","90013–009","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90013–009, NSC/DC 102—January 31, 1990—NSC/DC Meeting on Philippines, Keywords: Philippines, Military Bases.","Boundary review. The military-bases packet contains detailed debt-reduction, long-term financing, Japanese participation, and nontraditional trade-compensation options. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761086","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-102-90013-009.pdf"
"lead-470761087","1990-02-02","NSC/DC 103—February 02, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","National Security Council Deputies Committee Meeting File: NSC/DC 103—February 02, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","February 2, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","84","","84 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761087","90013–010","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90013–010, NSC/DC 103—February 02, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers.","Direct Volume XXX review. The meeting preparation addresses trans-Soviet fiber-optic proposals, COCOM policy, and technology-transfer controls. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761087","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-103-90013-010.pdf"
"lead-470761097","1990-03-21","NSC/DC 110—March 21, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","National Security Council Deputies Committee Meeting File: NSC/DC 110—March 21, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","March 21, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","59","","59 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761097","90013–020","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90013–020, NSC/DC 110—March 21, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers.","Direct Volume XXX review. The minutes and background papers address fiber optics, NSR-22, and the national-security implications of technology transfer. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761097","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-110-90013-020.pdf"
"lead-470761106","1990-04-11","NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [1]","National Security Council Deputies Committee Meeting File: NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [1]","April 11, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","31","","31 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761106","90014–003","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–003, NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [1].","Direct Volume XXX review. Part 1 preserves the minutes and summary of the April 11 technology-transfer meeting; review it with part 2. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761106","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-115_1-90014-003.pdf"
"lead-470761107","1990-04-11","NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [2]","National Security Council Deputies Committee Meeting File: NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [2]","April 11, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","80","","80 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761107","90014–004","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–004, NSC/DC 115—April 11, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers [2].","Direct Volume XXX review. Part 2 adds policy papers on technology transfer to Eastern Europe, COCOM, information systems, and military-critical technologies. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761107","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-115_2-90014-004.pdf"
"lead-470761111","1990-04-20","NSC/DC 119—April 20, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","National Security Council Deputies Committee Meeting File: NSC/DC 119—April 20, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers","April 20, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","72","","72 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761111","90014–008","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–008, NSC/DC 119—April 20, 1990—NSC/DC Meeting on Technology Transfer, Keywords: Technology Transfers.","Direct Volume XXX review. The file records the April 20 review of the COCOM core list, industrial-list eliminations, telecommunications, China, and differentiation. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761111","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-119-90014-008.pdf"
"lead-470761112","1990-05-01","NSC/DC 120—May 01, 1990—NSC/DC Meeting on Philippine Base Negotiations, Keywords: Philippines, Military Bases","National Security Council Deputies Committee Meeting File: NSC/DC 120—May 01, 1990—NSC/DC Meeting on Philippine Base Negotiations, Keywords: Philippines, Military Bases","May 1, 1990","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","69","","69 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761112","90014–009","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–009, NSC/DC 120—May 01, 1990—NSC/DC Meeting on Philippine Base Negotiations, Keywords: Philippines, Military Bases.","Boundary review. The base-negotiation packet continues the interagency financing, assistance, and compensation record; route against the East Asia volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761112","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-120-90014-009.pdf"
"lead-470761125","1990-05-29","NSC/DC 133—May 29, 1990—NSC/DC Meeting on COCOM via SVTS, Keywords: COCOM","National Security Council Deputies Committee Meeting File: NSC/DC 133—May 29, 1990—NSC/DC Meeting on COCOM via SVTS, Keywords: COCOM","May 29, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","44","","44 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761125","90014–022","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90014–022, NSC/DC 133—May 29, 1990—NSC/DC Meeting on COCOM via SVTS, Keywords: COCOM.","Direct Volume XXX review. The minutes and summary record the May 29 Deputies Committee review of the COCOM core-list approach. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761125","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-133-90014-022.pdf"
"lead-470761151","1990-07-19","NSC/DC 158—July 19, 1990—NSC/DC Meeting on Soviet Commercial Presence in U.S., Keywords: USSR","National Security Council Deputies Committee Meeting File: NSC/DC 158—July 19, 1990—NSC/DC Meeting on Soviet Commercial Presence in U.S., Keywords: USSR","July 19, 1990","NSC/Deputies Committee file","Transition Economies and International Economic Strategy","Core","Online file unit; item audit pending","45","","45 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761151","90015–017","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90015–017, NSC/DC 158—July 19, 1990—NSC/DC Meeting on Soviet Commercial Presence in U.S., Keywords: USSR.","Direct Volume XXX review. The meeting papers address Soviet commercial operations in the United States and the legal and policy framework governing them. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761151","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-158-90015-017.pdf"
"lead-470761208","1990-10-09","NSC/DC 209—October 09, 1990—NSC/DC Meeting on Philippine Policy, Keywords: Philippines","National Security Council Deputies Committee Meeting File: NSC/DC 209—October 09, 1990—NSC/DC Meeting on Philippine Policy, Keywords: Philippines","October 9, 1990","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","42","","42 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761208","90017–002","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–002, NSC/DC 209—October 09, 1990—NSC/DC Meeting on Philippine Policy, Keywords: Philippines.","Boundary review. The Philippine policy review contains assistance and reform questions that may supplement the debt-and-bases files; route against the East Asia volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761208","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-209-90017-002.pdf"
"lead-470761209","1990-10-09","NSC/DC 210—October 09, 1990—NSC/DC Meeting on Computer Exports, Keywords: Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 210—October 09, 1990—NSC/DC Meeting on Computer Exports, Keywords: Export Controls","October 9, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","44","","44 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761209","90017–003","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–003, NSC/DC 210—October 09, 1990—NSC/DC Meeting on Computer Exports, Keywords: Export Controls.","Direct Volume XXX review. The packet presents decisions on supercomputer export licenses to high-risk non-OECD destinations. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761209","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-210-90017-003.pdf"
"lead-470761214","1990-10-19","NSC/DC 214—October 19, 1990—NSC/DC Meeting on Israeli Machine Tools, Keywords: Israel Technology Transfers","National Security Council Deputies Committee Meeting File: NSC/DC 214—October 19, 1990—NSC/DC Meeting on Israeli Machine Tools, Keywords: Israel Technology Transfers","October 19, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","129","","129 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761214","90017–008","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–008, NSC/DC 214—October 19, 1990—NSC/DC Meeting on Israeli Machine Tools, Keywords: Israel Technology Transfers.","Direct Volume XXX review. The file concerns Israeli machine-tool capabilities and technology-transfer controls; retain a cross-reference to the Middle East volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761214","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-214-90017-008.pdf"
"lead-470761216","1990-10-24","NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [1]","National Security Council Deputies Committee Meeting File: NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [1]","October 24, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","103","","103 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761216","90017–010","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–010, NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [1].","Direct Volume XXX review. Part 1 includes minutes, a summary, and policy papers on computer export licenses and negotiating positions. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761216","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-216_1-90017-010.pdf"
"lead-470761217","1990-10-24","NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [2]","National Security Council Deputies Committee Meeting File: NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [2]","October 24, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","49","","49 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761217","90017–011","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–011, NSC/DC 216—October 24, 1990—NSC/DC Meeting on Computers, Keywords: COCOM, Export Controls [2].","Direct Volume XXX review. Part 2 continues the computer-control review, including China and high-risk non-OECD licensing issues; deduplicate repeated papers with part 1. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761217","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-216_2-90017-011.pdf"
"lead-470761219","1990-11-07","NSC/DC 218—November 07, 1990—NSC/DC Meeting on Computers, Keywords: CPU","National Security Council Deputies Committee Meeting File: NSC/DC 218—November 07, 1990—NSC/DC Meeting on Computers, Keywords: CPU","November 7, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","105","","105 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761219","90017–013","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–013, NSC/DC 218—November 07, 1990—NSC/DC Meeting on Computers, Keywords: CPU.","Direct Volume XXX review. The November 7 meeting record addresses computer export applications and policy questions involving China, Brazil, and other destinations. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761219","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-218-90017-013.pdf"
"lead-470761222","1990-11-08","NSC/DC 220—November 08, 1990—NSC/DC Meeting on Computers, Keywords: Computers, COCOM, Technology Transfers","National Security Council Deputies Committee Meeting File: NSC/DC 220—November 08, 1990—NSC/DC Meeting on Computers, Keywords: Computers, COCOM, Technology Transfers","November 8, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","39","","39 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761222","90017–016","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–016, NSC/DC 220—November 08, 1990—NSC/DC Meeting on Computers, Keywords: Computers, COCOM, Technology Transfers.","Direct Volume XXX review. The folder includes the November 8 minutes and summary of conclusions on computer controls. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761222","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-220-90017-016.pdf"
"lead-470761224","1990-11-13","NSC/DC 222—November 13, 1990—NSC/DC Meeting on Computers, Keywords: Korea, Korea South, Korea North","National Security Council Deputies Committee Meeting File: NSC/DC 222—November 13, 1990—NSC/DC Meeting on Computers, Keywords: Korea, Korea South, Korea North","November 13, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","15","","15 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761224","90017–018","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90017–018, NSC/DC 222—November 13, 1990—NSC/DC Meeting on Computers, Keywords: Korea, Korea South, Korea North.","Direct Volume XXX review. The compact file preserves duplicate copies of the November 13 computer-control minutes and the summary of conclusions; deduplicate before item-level promotion. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761224","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-222-90017-018.pdf"
"lead-470761236","1990-12-20","NSC/DC 233—December 20, 1990—NSC/DC Meeting on Export Administration Act and CBW, Keywords: Export, Administration Act, CBW","National Security Council Deputies Committee Meeting File: NSC/DC 233—December 20, 1990—NSC/DC Meeting on Export Administration Act and CBW, Keywords: Export, Administration Act, CBW","December 20, 1990","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","75","","75 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761236","90018–007","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–007, NSC/DC 233—December 20, 1990—NSC/DC Meeting on Export Administration Act and CBW, Keywords: Export, Administration Act, CBW.","Direct Volume XXX review. The minutes and summary document decisions on the Export Administration Act and chemical and biological weapons controls. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761236","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-233-90018-007.pdf"
"lead-470761265","1991-02-13","NSC/DC 255B—February 13, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","National Security Council Deputies Committee Meeting File: NSC/DC 255B—February 13, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf","February 13, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","205","","205 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761265","90018–036","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–036, NSC/DC 255B—February 13, 1991—NSC/DC Meeting on Persian Gulf via SVTS, Keywords: Persian Gulf.","Boundary review. The postwar Gulf packet contains an eight-page economic-issues outline, reconstruction material, and memoranda to Scowcroft and the President; route against the Gulf volume. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761265","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-255b-90018-036.pdf"
"lead-470761267","1991-02-14","NSC/DC 257—February 14, 1991—NSC/DC Meeting on Computers / Export Control, Keywords: Computers, Export Controls","National Security Council Deputies Committee Meeting File: NSC/DC 257—February 14, 1991—NSC/DC Meeting on Computers / Export Control, Keywords: Computers, Export Controls","February 14, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","112","","112 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761267","90018–038","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–038, NSC/DC 257—February 14, 1991—NSC/DC Meeting on Computers / Export Control, Keywords: Computers, Export Controls.","Direct Volume XXX review. The file preserves the February 14 minutes and extensive background on computer and export-control policy. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761267","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-257-90018-038.pdf"
"lead-470761268","1991-02-19","NSC/DC 258—February 19, 1991—NSC/DC Meeting on Export Control Issues, Keywords: Export Controls, Computers","National Security Council Deputies Committee Meeting File: NSC/DC 258—February 19, 1991—NSC/DC Meeting on Export Control Issues, Keywords: Export Controls, Computers","February 19, 1991","NSC/Deputies Committee file","Strategic Trade, Technology, and Investment Controls","Core","Online file unit; item audit pending","28","","28 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761268","90018–039","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90018–039, NSC/DC 258—February 19, 1991—NSC/DC Meeting on Export Control Issues, Keywords: Export Controls, Computers.","Direct Volume XXX review. The February 19 folder contains minutes, a summary, and options for computer-control negotiations in COCOM. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761268","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-258-90018-039.pdf"
"lead-470761277","1991-04-04","NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [1]","National Security Council Deputies Committee Meeting File: NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [1]","April 4, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","60","","60 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761277","90019–008","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–008, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [1].","Boundary review. Part 1 of the Philippine-American Cooperation Treaty packet includes debt-reduction, financing, Japanese-assistance, and trade-compensation options. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761277","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_1-90019-008.pdf"
"lead-470761278","1991-04-04","NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [2]","National Security Council Deputies Committee Meeting File: NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [2]","April 4, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","60","","60 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761278","90019–009","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–009, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [2].","Boundary review. Part 2 adds proposals for ESF and FMF use, debt service, and the Multilateral Assistance Initiative; compare all five parts. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761278","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_2-90019-009.pdf"
"lead-470761279","1991-04-04","NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [3]","National Security Council Deputies Committee Meeting File: NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [3]","April 4, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","90","","90 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761279","90019–010","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–010, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [3].","Boundary review. Part 3 repeats and extends the debt-reduction, financing, Japanese-participation, and trade-compensation record. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761279","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_3-90019-010.pdf"
"lead-470761280","1991-04-04","NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [4]","National Security Council Deputies Committee Meeting File: NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [4]","April 4, 1991","NSC/Deputies Committee file","Monetary Policy, Debt, and International Institutions","Boundary","Online file unit; item audit pending","48","","48 PDF pages; document-level release and withdrawal audit pending","Mixed; document-level audit required","470761280","90019–011","locator","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90019–011, NSC/DC 264—April 04, 1991—NSC/DC Meeting on Philippine-American Cooperation Treaty, Keywords: Philippines, Economic Assistance [4].","Boundary review. Part 4 is a parallel packet for the April 4 meeting; retain only distinct decision records or materially different drafts. Promote individual documents only after the heading, dateline, terminal marking, and release or withdrawal status are checked in the source images.","https://catalog.archives.gov/id/470761280","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-264_4-90019-011.pdf"
